event_id,n_images_theory,n_images_detected,img_snrs,img_mags,img_delays_days,img_x_arcsec,img_y_arcsec,img_kappa,img_gamma1,img_gamma2,img_kappa_gal
2136,3,1,"[9.57, 4.4, 0.97]","[3.1756, -0.3197, 0.0347]","[0.0, 81.3653, 82.1734]","[1.55889, -0.28647, -0.07416]","[0.55305, 0.14328, 0.03698]","[0.3517, 2.4517, 8.5898]","[-0.3083, -1.4092, -3.0725]","[-0.1016, 1.8025, 4.401]","[0.01225, 1.31906, 6.87073]"
2137,1,1,[22.46],[3.0935],[0.0],[0.18004],[0.24598],[0.3781],[0.2283],[-0.1066],[0.0504]
2138,3,1,"[6.8, 10.27, 0.03]","[-1.3461, 3.3656, 0.0]","[259.2819, 0.0, 316.483]","[-0.71577, 2.39744, -0.00285]","[0.50517, 0.53015, 0.00097]","[1.0401, 0.3975, 186.1158]","[-0.1945, -0.256, -53.6705]","[0.8406, -0.0171, 39.4991]","[0.03725, 0.00161, 181.2708]"
2139,3,1,"[24.92, 2.9, 0.22]","[3.5147, -0.0345, 0.0001]","[0.0, 712.5419, 734.1552]","[-1.50245, 0.08925, 0.00491]","[2.20551, -0.23549, -0.01263]","[0.4058, 2.9354, 102.8874]","[0.164, 4.3262, 36.6336]","[0.204, 3.7457, 32.9596]","[0.00365, 2.04298, 101.4096]"
2140,3,1,"[18.86, 6.09, 0.08]","[3.5016, -0.463, 0.0001]","[0.0, 156.4955, 185.3105]","[-1.05128, 0.332, 0.00352]","[-0.38322, 0.06592, 0.00093]","[0.3496, 0.8805, 87.1895]","[-0.3309, -1.3929, -5.6661]","[-0.1672, -0.4839, -9.1725]","[0.00606, 0.15067, 84.67453]"
2141,1,1,[14.35],[4.1305],[0.0],[4.22335],[10.44172],[0.393],[0.2522],[-0.2506],[4e-05]
2142,3,2,"[43.1, 11.51, 0.77]","[4.2067, -1.4546, 0.0065]","[0.0, 224.9993, 239.778]","[-1.32792, 0.41178, 0.02436]","[-2.22227, 0.72007, 0.02656]","[0.4372, 1.1888, 14.7878]","[0.1933, 0.4983, -1.0796]","[-0.204, -0.6891, -5.8996]","[0.00109, 0.02495, 9.85399]"
2143,1,1,[15.8],[3.1576],[0.0],[0.30456],[-3.65041],[0.2896],[0.4277],[0.071],[0.00038]
2144,3,2,"[23.03, 12.23, 0.19]","[3.3837, -0.3092, 0.0001]","[0.0, 21.50012, 28.40545]","[0.1582, 0.0075, 0.00012]","[-0.24148, 0.11303, 0.00114]","[0.3058, 0.7843, 100.0088]","[0.3086, 1.8079, 27.915]","[0.3018, -0.1093, -16.9499]","[0.01566, 0.35367, 98.8927]"
0008,3,2,"[11.04, 22.69, 0.06]","[-0.8539, 7.5266, 0.0]","[26.50823, 0.0, 58.39759]","[0.37317, -0.61078, 0.00068]","[-0.16278, 0.17613, -0.00022]","[0.4066, 0.2718, 239.8083]","[-0.7431, -0.4779, -59.7143]","[0.9853, 0.4111, 10.3538]","[0.14636, 0.04965, 238.9586]"
2145,1,1,[11.91],[3.4745],[0.0],[-0.03781],[0.01749],[0.4321],[-0.0131],[0.1858],[0.00079]
2146,3,1,"[14.14, 0.03, 0.39]","[3.6944, 0.0, -0.0032]","[0.0, 1245.347, 1234.699]","[-1.44606, 0.00175, 0.02602]","[-2.90679, 0.00509, 0.08232]","[0.4217, 334.1852, 9.2541]","[0.2308, 133.2159, 16.5375]","[-0.1026, -116.6424, -10.5097]","[0.00038, 331.0889, 7.37273]"
2147,1,1,[10.7],[3.1214],[0.0],[-0.43004],[2.41032],[0.3363],[0.3086],[0.1577],[0.00112]
2148,1,1,[11.82],[3.6698],[0.0],[11.65578],[18.60047],[0.3795],[0.1011],[-0.3199],[0.00037]
2149,1,1,[14.83],[3.2721],[0.0],[-4.61955],[8.86553],[0.3838],[0.259],[0.0836],[7e-05]
2150,1,1,[9.55],[4.1017],[0.0],[0.33427],[-0.31688],[0.2793],[-0.2232],[0.4752],[0.05023]
2151,3,1,"[6.16, 18.94, 1.53]","[-0.3262, 3.8725, 0.0037]","[121.9421, 0.0, 130.2521]","[-0.11044, -0.17432, -0.00707]","[-0.26736, 1.1194, -0.01844]","[1.265, 0.3933, 18.6504]","[1.2492, 0.329, 4.2434]","[-1.255, -0.0411, -4.5927]","[0.65127, 0.02206, 17.62127]"
2152,3,1,"[12.05, 5.51, 0.04]","[4.2454, -0.9611, 0.0001]","[0.0, 296.523, 350.0838]","[-1.92819, 0.49039, 0.00306]","[0.25044, 0.17862, 0.00074]","[0.4795, 0.9678, 121.0359]","[-0.1879, -0.7352, -12.4327]","[0.0041, -0.7078, -13.2062]","[0.0019, 0.08604, 118.6786]"
2153,1,1,[24.04],[3.1278],[0.0],[-9.26472],[8.18123],[0.3601],[0.0205],[0.2988],[3e-05]
0010,2,2,"[14.43, 30.89]","[-1.0965, 3.0424]","[316.2055, 0.0]","[-0.38856, 1.00164]","[-0.17306, 1.02522]","[0.8544, 0.3925]","[-0.7109, -0.0477]","[-0.6541, -0.1951]","[0.04324, 0.00116]"
2154,3,2,"[23.64, 21.8, 0.19]","[5.8861, -1.5427, 0.0003]","[0.0, 180.1834, 211.8707]","[-1.98321, 0.52443, 0.0036]","[-1.84375, 0.88673, 0.00885]","[0.4732, 1.0553, 63.767]","[-0.0095, 0.3729, 21.6607]","[-0.3279, -0.7157, -8.8535]","[0.00173, 0.03954, 59.31708]"
0012,3,2,"[59.28, 30.78, 0.31]","[4.8982, -1.2438, 0.0001]","[0.0, 58.98435, 92.73129]","[0.61705, -0.36438, -0.00173]","[-0.49928, 0.22226, 0.00109]","[0.3626, 0.6082, 87.6644]","[-0.0988, -0.4349, -7.4037]","[0.4385, 0.8766, 8.9683]","[0.02113, 0.11371, 85.73186]"
2155,3,1,"[10.01, 0.01, 1.09]","[3.7673, 0.0, -0.1831]","[0.0, 91.72764, 73.5218]","[-0.38208, 8e-05, 0.02513]","[-0.57256, 0.00071, 0.18162]","[0.311, 460.1077, 0.9939]","[0.3207, 133.9623, 2.2411]","[-0.3262, -3.3936, -0.6618]","[0.00391, 457.0995, 0.23703]"
2156,3,1,"[12.02, 5.6, 0.39]","[3.3979, -0.8124, 0.0049]","[0.0, 19.46382, 24.90362]","[0.38589, -0.01293, -0.00123]","[-0.78879, 0.47917, 0.01666]","[0.2766, 0.8395, 16.701]","[0.2587, 1.1169, 6.4017]","[0.4026, 0.0956, -0.0599]","[0.13018, 0.64974, 16.30838]"
2157,1,1,[24.85],[4.0615],[0.0],[2.47234],[-7.63905],[0.4427],[0.2528],[-0.0224],[0.00052]
2158,3,1,"[4.15, 14.71, 1.18]","[-0.9253, 3.9186, 0.0402]","[17.7758, 0.0, 18.16086]","[0.09821, -0.52292, 0.01538]","[-0.10195, 0.24565, -0.0176]","[1.274, 0.373, 6.6638]","[-0.0976, -0.2037, 0.8715]","[1.0706, 0.3106, 2.5333]","[0.34891, 0.00796, 4.82296]"
2159,1,1,[58.64],[3.4295],[0.0],[-0.74531],[0.10447],[0.3418],[-0.3634],[0.0978],[0.00974]
2160,2,2,"[47.46, 14.78]","[4.1117, -1.4731]","[0.0, 913.2586]","[1.61439, -0.65883]","[2.51413, -0.48887]","[0.418, 1.4092]","[0.1267, -0.332]","[-0.2818, -0.8579]","[0.00071, 0.02533]"
0014,3,2,"[10.76, 16.49, 0.17]","[-2.1278, 3.9619, 0.001]","[7.009885, 0.0, 13.34544]","[-0.19728, 0.29942, -0.00151]","[-0.07172, -0.07034, -0.00025]","[0.5409, 0.3466, 33.0601]","[-0.5889, -0.3828, -6.9067]","[-0.5778, 0.1673, -3.539]","[0.26671, 0.09093, 32.29124]"
2161,3,1,"[17.15, 3.57, 2.42]","[3.0462, -0.1182, 0.0443]","[0.0, 646.038, 646.112]","[4.12004, -0.18182, -0.10861]","[-3.14105, 0.07067, 0.04553]","[0.3732, 4.9806, 9.005]","[-0.1482, -4.0093, -4.868]","[0.2066, 2.8694, 4.2185]","[0.00124, 3.2525, 7.06117]"
2162,1,1,[20.58],[8.1115],[0.0],[0.01633],[-0.03075],[0.6381],[0.0716],[0.0508],[0.31617]
2163,1,1,[26.13],[3.4748],[0.0],[-3.20049],[3.54921],[0.44],[-0.0173],[0.1597],[0.00202]
0017,3,2,"[19.33, 17.42, 0.3]","[3.5908, -3.3788, 0.0002]","[0.0, 440.5013, 513.882]","[-2.48878, 0.72426, 0.00488]","[-0.75337, 0.22941, 0.00189]","[0.4676, 0.8657, 79.0298]","[-0.0666, -0.4718, -5.225]","[-0.0233, -0.3023, -13.324]","[0.00158, 0.05074, 76.73288]"
2164,3,1,"[10.64, 5.21, 0.07]","[4.236, -0.348, 0.0001]","[0.0, 188.2205, 243.0776]","[-0.62208, 0.21705, 0.00163]","[0.75751, -0.27155, -0.00212]","[0.3482, 0.7412, 134.058]","[0.0646, 0.3346, 11.0913]","[0.4297, 1.6819, 24.3426]","[0.0148, 0.24481, 132.7793]"
0018,3,2,"[17.12, 52.7, 0.16]","[-0.9273, 3.6731, 0.0]","[267.6152, 0.0, 369.9861]","[-0.45871, 1.41894, -0.00223]","[-0.38682, 0.47694, -0.00093]","[0.7256, 0.3749, 189.2963]","[0.0107, -0.1861, -68.1104]","[-1.074, -0.2895, -22.2264]","[0.07195, 0.01136, 186.6481]"
2165,3,2,"[11.66, 8.66, 4.65]","[2.6582, -5.0357, 0.6924]","[0.0, 11.7663, 11.91353]","[0.01392, -0.03649, -0.00619]","[-0.27724, 0.07994, 0.0248]","[0.3396, 1.0597, 2.3413]","[0.2445, 0.2352, 0.3817]","[0.0091, 0.3832, 0.4572]","[0.00118, 0.0169, 0.22777]"
2166,5,5,"[16.0, 16.93, 25.89, 23.5, 9.22]","[-1.3758, 4.3387, 2.103, -3.0067, 0.511]","[3.253993, 1.72941, 0.0, 1.875633, 3.270677]","[-0.00508, 0.43236, -0.52728, 0.20717, 0.00251]","[-0.17859, 0.11335, 0.37079, 0.3841, -0.07097]","[2.0167, 0.3948, 0.2897, 0.7313, 3.3737]","[1.3077, -0.2825, -0.1201, 0.2806, 1.9076]","[-0.2245, -0.2367, 0.121, -0.571, -0.1964]","[1.70717, 0.1887, 0.1049, 0.50102, 2.99291]"
2167,1,1,[20.26],[4.4643],[0.0],[-0.04754],[0.28824],[0.4175],[0.3291],[0.0832],[0.11349]
2168,3,1,"[7.58, 31.25, 0.29]","[-0.6902, 5.9801, 0.0005]","[41.33946, 0.0, 54.38378]","[-0.14988, 0.44194, -0.00212]","[-0.48424, 1.03051, -0.00679]","[0.7855, 0.3962, 45.9354]","[1.0095, 0.3198, 9.7406]","[-0.6898, -0.3084, -6.1575]","[0.26623, 0.03547, 44.52102]"
2169,3,2,"[34.88, 57.29, 4.45]","[-2.5502, 6.2579, 0.0381]","[14.08083, 0.0, 15.96671]","[0.24726, -0.51477, 0.01762]","[-0.09489, 0.25635, -0.00529]","[0.8807, 0.4869, 6.4419]","[-0.3842, -0.1526, -1.7941]","[0.5087, 0.2831, 0.3915]","[0.25542, 0.04507, 5.12487]"
2170,3,1,"[14.23, 6.96, 0.08]","[3.4801, -0.3449, 0.0001]","[0.0, 689.779, 729.2246]","[-2.90689, 0.45208, 0.00745]","[-0.76203, 0.13401, 0.00169]","[0.4088, 1.6021, 108.9829]","[-0.2316, -1.4757, -31.8952]","[-0.0922, -1.0411, -12.3589]","[0.00119, 0.21178, 104.9937]"
2171,3,2,"[35.03, 20.45, 0.12]","[4.1635, -0.3874, 0.0]","[0.0, 53.17877, 66.8513]","[0.69842, -0.23438, -0.00167]","[0.12155, -0.04949, -0.00036]","[0.361, 0.9053, 149.4037]","[-0.3784, -1.4707, -33.4078]","[-0.1578, -0.6535, -16.0406]","[0.01027, 0.20099, 146.746]"
2172,2,2,"[58.73, 20.16]","[6.5309, -2.0254]","[0.0, 194.07]","[-0.94118, 0.75739]","[-1.09064, 0.27218]","[0.3886, 0.7246]","[-0.041, -0.5657]","[-0.468, -0.4995]","[0.00128, 0.0204]"
0021,3,2,"[17.53, 34.73, 3.73]","[-0.4138, 4.0705, 0.0244]","[14.58584, 0.0, 15.05831]","[-0.06841, 0.33633, -0.01286]","[-0.19984, 0.61997, -0.03475]","[1.7344, 0.3423, 9.3251]","[1.4294, 0.2745, 3.967]","[-0.9554, -0.3339, -3.5456]","[1.33093, 0.13185, 8.62904]"
2173,1,1,[17.31],[4.183],[0.0],[9.32367],[5.71145],[0.4689],[-0.0447],[-0.2024],[0.0002]
2174,1,1,[10.28],[3.847],[0.0],[-1.17972],[2.65143],[0.4174],[0.0956],[0.2653],[0.00162]
2175,1,1,[14.59],[3.778],[0.0],[2.8812],[5.38168],[0.3981],[0.2557],[-0.1793],[0.00104]
2176,1,1,[37.31],[3.034],[0.0],[0.3019],[0.17547],[0.3564],[-0.2565],[-0.1373],[0.04797]
0024,3,2,"[12.4, 21.8, 0.31]","[-0.7591, 3.0304, 0.0003]","[37.87475, 0.0, 57.02443]","[-0.31988, 0.38365, -0.00247]","[-0.14096, 0.58094, -0.0016]","[0.65, 0.3268, 67.5684]","[-0.9501, 0.042, -5.8221]","[-0.733, -0.3485, -22.7117]","[0.26854, 0.05387, 66.35255]"
2177,3,1,"[17.96, 5.12, 0.03]","[4.171, -0.1752, 0.0]","[0.0, 464.1042, 508.1842]","[1.48315, -0.22179, -0.00256]","[1.69942, -0.26391, -0.00202]","[0.4362, 1.3115, 258.5231]","[0.0901, 0.7451, -65.1092]","[-0.2645, -2.2911, -77.5493]","[0.00119, 0.23737, 255.7503]"
2178,1,1,[28.56],[3.2061],[0.0],[4.55074],[-2.86173],[0.3811],[-0.1379],[0.2282],[0.00051]
2179,3,1,"[12.68, 2.98, 0.07]","[3.7525, -0.5328, 0.0001]","[0.0, 44.25876, 65.50506]","[-0.75879, 0.37128, 0.00251]","[0.02597, 0.00215, -6e-05]","[0.2401, 0.5073, 99.5961]","[-0.5576, -1.4539, -15.1686]","[-0.0097, -0.0767, 4.7792]","[0.03577, 0.23104, 98.79361]"
2180,3,2,"[13.81, 30.43, 0.83]","[-2.8463, 6.0795, 0.011]","[331.9798, 0.0, 361.7022]","[-0.88971, 2.70408, -0.03625]","[0.45058, 0.47052, 0.01044]","[1.0799, 0.5277, 11.521]","[-0.2695, -0.242, -4.0101]","[0.5339, 0.0002, 2.0276]","[0.03443, 0.00352, 8.37058]"
2181,3,1,"[26.26, 0.08, 0.65]","[3.3043, 0.0, -0.0078]","[0.0, 906.728, 895.3133]","[-3.2577, 0.00681, 0.13006]","[-0.62267, -0.00076, -0.01409]","[0.3718, 222.6767, 5.2229]","[-0.3021, -87.1883, -11.8402]","[-0.0276, 23.4103, 2.5075]","[0.00044, 219.724, 3.52054]"
2182,1,1,[17.02],[5.7487],[0.0],[-4.28829],[1.50913],[0.4559],[-0.2665],[0.2259],[0.06831]
2183,1,1,[61.77],[3.9113],[0.0],[-1.16662],[3.31272],[0.4454],[-0.0327],[0.2256],[0.00103]
0029,3,2,"[12.29, 16.66, 0.08]","[-0.977, 4.2389, 0.0]","[46.51376, 0.0, 81.2501]","[0.25488, -0.30459, 0.00078]","[-0.37266, 0.74449, -0.00129]","[0.6214, 0.3561, 175.2549]","[0.3335, 0.2796, 34.6003]","[1.0275, 0.3169, 62.6685]","[0.2212, 0.04592, 173.9189]"
2184,3,1,"[21.26, 0.75, 1.2]","[3.6935, 0.0041, -0.0263]","[0.0, 890.8768, 890.1377]","[-2.67695, 0.04471, 0.11634]","[1.22547, -0.00639, -0.01717]","[0.3891, 23.8452, 7.3132]","[-0.2427, -16.067, -8.3898]","[0.2088, 4.4385, 2.7457]","[0.00164, 21.88046, 5.71528]"
2185,3,1,"[3.82, 27.47, 0.02]","[-0.7225, 7.9671, 0.0]","[14.32561, 0.0, 31.58819]","[-0.57514, 0.8896, -0.00128]","[0.26394, -0.34175, 0.00066]","[0.3884, 0.2157, 194.4704]","[-0.917, -0.5406, -21.5082]","[0.9578, 0.4442, 48.7711]","[0.22456, 0.07331, 193.9611]"
2186,1,1,[28.07],[3.1088],[0.0],[20.40517],[-5.18705],[0.3656],[-0.2772],[-0.0625],[0.00051]
2187,5,3,"[8.88, 9.05, 7.23, 10.17, 0.26]","[3.5911, -3.9855, -1.266, 3.9826, 0.0007]","[0.0, 9.902419, 41.16883, 4.146901, 65.21208]","[0.06104, -1.09122, 0.69675, -1.07424, 0.00409]","[-1.29191, -0.41946, 0.37058, 0.71957, 0.00254]","[0.3606, 0.6207, 0.8824, 0.401, 41.9302]","[0.3601, -0.4341, -0.48, -0.1433, -6.9432]","[-0.0263, -0.4542, -0.7572, 0.2953, -10.6849]","[0.01167, 0.0321, 0.08778, 0.01298, 37.3115]"
2188,3,1,"[15.42, 2.74, 0.14]","[6.9463, -0.3132, 0.0008]","[0.0, 42.82002, 48.28085]","[0.2155, -0.1621, -0.0058]","[-0.81274, 0.19081, 0.00475]","[0.3751, 0.9751, 38.9425]","[0.3649, 0.5973, -9.8388]","[0.3366, 1.6841, 7.8432]","[0.00794, 0.2771, 37.18005]"
2189,3,2,"[11.89, 12.12, 0.42]","[4.2308, -2.5009, 0.0034]","[0.0, 11.57845, 15.03754]","[0.51538, -0.27635, -0.00528]","[-0.18532, 0.01179, 0.00073]","[0.4472, 0.7904, 19.0561]","[-0.2323, -0.6637, -5.3145]","[0.1234, -0.0569, 1.8579]","[0.02185, 0.11773, 16.1688]"
2190,3,1,"[19.64, 4.37, 0.54]","[3.2338, -0.6484, 0.0013]","[0.0, 499.7629, 535.4258]","[-3.05378, 0.49956, 0.0246]","[-1.03255, 0.61775, 0.02355]","[0.4096, 1.339, 37.5823]","[-0.059, 0.532, -1.367]","[-0.1895, -1.1723, -23.8934]","[0.00545, 0.44283, 35.50566]"
2191,3,1,"[11.41, 5.59, 0.15]","[3.6715, -0.3724, 0.0011]","[0.0, 266.7561, 279.9245]","[-1.84604, 0.36689, 0.01837]","[1.06548, -0.12641, -0.00418]","[0.4295, 1.3053, 34.8855]","[-0.0694, -1.1209, -15.4172]","[0.2198, 1.2336, 1.8875]","[0.00318, 0.40332, 33.12567]"
2192,1,1,[12.86],[3.6044],[0.0],[1.51543],[-3.00356],[0.4125],[0.134],[0.2229],[0.00162]
2193,1,1,[39.93],[6.9064],[0.0],[1.69713],[-1.43565],[0.3842],[-0.1771],[0.4507],[0.00065]
0032,3,3,"[38.56, 12.3, 8.18]","[6.8404, -2.0639, 0.3616]","[0.0, 429.5058, 431.72]","[0.62469, 0.19604, 0.06522]","[-3.60394, 0.76911, 0.26112]","[0.5337, 1.6024, 3.3383]","[0.2388, 0.8131, 1.4108]","[0.1194, -0.4316, -0.8437]","[0.00695, 0.32011, 1.53326]"
0033,3,2,"[16.82, 8.17, 0.04]","[4.0876, -0.3504, 0.0]","[0.0, 37.30548, 56.62239]","[0.59168, -0.26252, -0.00106]","[-0.13302, 0.0909, 0.00042]","[0.2536, 0.597, 236.9898]","[-0.5119, -1.4246, -41.3548]","[0.2245, 0.9935, 61.6574]","[0.02906, 0.26605, 235.8839]"
2194,1,1,[8.43],[5.3071],[0.0],[0.06552],[0.2436],[0.4555],[0.3258],[0.0439],[0.03465]
2195,1,1,[22.45],[3.4576],[0.0],[-11.15461],[-14.95948],[0.3917],[-0.009],[-0.2841],[0.00016]
2196,1,1,[34.63],[5.062],[0.0],[0.11732],[0.01124],[0.4522],[-0.2211],[-0.2317],[0.00205]
0037,3,2,"[10.44, 76.09, 0.06]","[-0.3697, 9.1353, 0.0]","[110.5708, 0.0, 168.9398]","[0.43068, -1.38086, 0.00201]","[0.65626, -1.05601, 0.00254]","[0.5764, 0.3263, 194.1698]","[0.8054, 0.0403, -10.5818]","[-1.4952, -0.5855, -40.7908]","[0.19594, 0.02927, 193.1126]"
2197,3,2,"[21.66, 29.52, 0.05]","[2.4125, -5.5125, 0.0]","[0.0, 30.94988, 66.31828]","[-0.68571, 0.74924, 0.0003]","[0.93559, -0.16038, -0.0003]","[0.2884, 0.5642, 444.1595]","[0.171, -0.5698, -76.9428]","[0.2501, 0.2159, 80.2859]","[0.0051, 0.03701, 439.1076]"
2198,3,1,"[9.66, 5.32, 0.03]","[3.2546, -0.8988, 0.0]","[0.0, 66.87438, 120.9906]","[-1.1174, 0.41013, 0.00072]","[-0.14154, 0.38565, 0.00042]","[0.3501, 0.5574, 300.495]","[-0.2735, 0.0616, -41.7485]","[-0.2007, -1.1423, -23.2922]","[0.01517, 0.07416, 298.3882]"
1938,5,4,"[24.41, 19.31, 27.91, 21.61, 0.9]","[2.7169, -3.4873, 6.1314, -2.8058, 0.0058]","[0.0, 1589.541, 1431.989, 1707.266, 1992.465]","[-5.26501, 2.99003, 3.84768, -0.77753, 0.03014]","[-3.93515, -1.97026, 1.93509, 3.02849, 0.03771]","[0.3519, 0.9673, 0.5374, 1.0532, 14.5655]","[-0.0567, -0.1349, -0.1321, 0.4738, 2.1048]","[-0.2208, 0.5193, -0.183, 0.3671, -2.5663]","[0.00101, 0.00587, 0.00301, 0.01502, 11.02048]"
2199,1,1,[36.09],[3.7504],[0.0],[1.77574],[-0.91254],[0.3499],[-0.1582],[0.3619],[0.01168]
2200,3,2,"[35.66, 13.6, 0.2]","[6.1724, -2.2246, 0.0001]","[0.0, 57.396, 105.4994]","[1.13976, -0.29149, -0.00047]","[-0.31236, 0.60584, 0.00137]","[0.4774, 0.6132, 85.4153]","[-0.1701, 0.5072, 9.4082]","[0.2867, 0.5847, -14.5638]","[0.00421, 0.01919, 80.00554]"
2201,3,1,"[9.08, 3.92, 0.01]","[3.7997, -0.3678, 0.0]","[0.0, 84.56289, 126.6999]","[-0.54358, 0.18943, 0.00043]","[0.51904, -0.23197, -0.00049]","[0.2994, 0.5778, 432.6947]","[-0.0162, 0.3496, 5.8621]","[0.4769, 1.6659, 64.0408]","[0.01054, 0.1398, 431.2719]"
0040,3,2,"[33.25, 13.67, 0.09]","[4.5426, -0.649, 0.0]","[0.0, 19.20591, 33.64583]","[-0.00694, 0.07563, 0.00025]","[-0.64559, 0.35612, 0.00128]","[0.2461, 0.4486, 144.7823]","[0.5876, 1.2429, 18.1895]","[-0.0544, -0.5479, -11.1005]","[0.03887, 0.1836, 143.938]"
2202,3,1,"[24.35, 1.71, 0.1]","[3.2869, -0.0214, 0.0]","[0.0, 795.5442, 808.875]","[2.39999, -0.17071, -0.00741]","[2.11891, -0.06068, -0.00249]","[0.341, 3.4513, 152.4645]","[-0.1003, -5.5177, -43.1317]","[-0.3463, -4.7272, -20.7475]","[0.00045, 1.49851, 148.5577]"
2203,1,1,[13.12],[3.6725],[0.0],[4.34461],[0.28804],[0.4058],[-0.278],[-0.0595],[0.00032]
2204,1,1,[15.21],[3.3418],[0.0],[-0.06877],[0.08915],[0.357],[0.1742],[0.2896],[0.02146]
2205,1,1,[8.72],[3.033],[0.0],[-1.69862],[1.87082],[0.2879],[0.1294],[0.4009],[0.00283]
2206,1,1,[8.49],[3.3625],[0.0],[-2.06052],[-0.4286],[0.3937],[-0.082],[-0.2518],[0.00577]
2207,1,1,[28.86],[3.3743],[0.0],[-3.59674],[10.06375],[0.3761],[0.2786],[0.1236],[0.0004]
2208,5,4,"[22.78, 17.69, 21.14, 24.01, 1.49]","[7.2675, -1.7211, 5.4487, -9.6513, 0.036]","[0.020021, 0.480043, 0.0, 0.042375, 0.61228]","[0.17134, -0.12325, 0.0887, 0.20061, -0.00601]","[-0.1437, -0.01898, 0.19599, 0.02098, -0.00079]","[0.4667, 0.8599, 0.4151, 0.5302, 6.5172]","[-0.1482, -0.71, 0.164, -0.5345, -1.6252]","[0.3534, -0.3107, -0.363, -0.1964, 0.0073]","[0.22323, 0.48492, 0.14455, 0.22153, 5.73827]"
2209,1,1,[13.85],[3.0895],[0.0],[2.28366],[-0.54732],[0.3918],[-0.0226],[0.2139],[0.00098]
0046,3,2,"[26.68, 9.58, 0.04]","[3.1793, -0.4732, 0.0]","[0.0, 91.55841, 127.0123]","[-0.21199, 0.11738, 0.00074]","[-0.6337, 0.25129, 0.00148]","[0.3065, 0.699, 159.0131]","[0.3298, 0.9956, 23.8355]","[-0.2399, -1.1013, -45.6623]","[0.02219, 0.25741, 157.611]"
